deputado_id,idLegislatura_inicial,data_inicio_carreira,partido_inicio_carreira,condicao_eleitoral_inicial
178957,55,2015-02-01T00:00,PDT,
141463,53,2007-02-01T00:00,PSB,Titular
73764,49,1991-02-01T00:00,PRN,
204554,56,2019-02-01T00:00,PHS,
204521,56,2019-02-01T00:00,PSL,
204379,56,2019-02-01T00:00,PROS,
131711,53,2007-02-01T00:00,PSB,
161907,54,2011-02-01T00:00,PRB,
143254,53,2007-02-01T00:00,PMDB,
178864,55,2015-02-01T00:00,PHS,
178914,55,2015-02-01T00:00,PTB,
73886,49,1991-02-01T00:00,PT,Titular
74328,47,1983-02-01T00:00,PDS,Titular
178890,55,2015-02-01T00:00,PT,
74386,52,2003-02-01T00:00,PMDB,Titular
178968,55,2015-02-01T00:00,PTB,
133374,52,2003-02-01T00:00,PPS,
196359,55,2015-02-01T00:00,PSDB,
178903,55,2015-02-01T00:00,PSB,
204560,56,2019-02-01T00:00,PSDB,
160577,54,2011-02-01T00:00,PMDB,Titular
204528,56,2019-02-01T00:00,NOVO,
121948,56,2019-02-01T00:00,PP,
74646,48,1987-02-01T00:00,PMDB,Titular
141372,53,2007-02-01T00:00,PR,Titular
73765,50,1995-02-01T00:00,PPR,Titular
160508,54,2011-02-01T00:00,PT,Titular
136811,52,2003-02-01T00:00,PPB,
178835,54,2011-02-01T00:00,PDT,
74358,51,1999-02-01T00:00,PDT,Titular
73654,50,1995-02-01T00:00,PCdoB,Titular
160638,54,2011-02-01T00:00,PDT,Titular
160527,54,2011-02-01T00:00,PP**,Titular
204495,56,2019-02-01T00:00,PT,
73457,51,1999-02-01T00:00,PDT,Titular
204549,56,2019-02-01T00:00,PP,
173269,54,2011-02-01T00:00,PMDB,
178836,55,2015-02-01T00:00,PRB,
141373,53,2007-02-01T00:00,PSDB,Titular
74018,48,1987-02-01T00:00,PMDB,Titular
160582,54,2011-02-01T00:00,PMDB,Titular
73579,51,1999-02-01T00:00,PMDB,
73427,46,1979-02-01T00:00,MDB*,Titular
74696,51,1999-02-01T00:00,PMDB,Titular
74310,50,1995-02-01T00:00,PMDB,Titular
139133,47,1983-02-01T00:00,PDS,Titular
73979,49,1991-02-01T00:00,PTB,Titular
73477,44,1971-02-01T00:00,MDB*,Titular
160559,54,2011-02-01T00:00,PMDB,Titular
204413,56,2019-02-01T00:00,PRP,
74828,49,1991-02-01T00:00,PTB,Titular
73428,49,1991-02-01T00:00,PCdoB,Titular
204545,56,2019-02-01T00:00,PSL,
204501,56,2019-02-01T00:00,PT,
160511,54,2011-02-01T00:00,PT,Titular
150635,53,2007-02-01T00:00,PMDB,
73458,51,1999-02-01T00:00,PTB,Titular
178972,55,2015-02-01T00:00,PPS,
204571,56,2019-02-01T00:00,PDT,
178875,55,2015-02-01T00:00,PSDB,
74829,50,1995-02-01T00:00,PSB,Titular
105534,56,2019-02-01T00:00,MDB,
204544,56,2019-02-01T00:00,PSL,
160545,54,2011-02-01T00:00,DEM,Titular
136226,52,2003-02-01T00:00,PMDB,
204503,56,2019-02-01T00:00,PT,
160579,54,2011-02-01T00:00,PSB,Titular
74830,50,1995-02-01T00:00,PSDB,Titular
178833,55,2015-02-01T00:00,PSD,
141374,52,2003-02-01T00:00,PL*,
169712,54,2011-02-01T00:00,PSDB,
178936,55,2015-02-01T00:00,PRP,
204516,56,2019-02-01T00:00,NOVO,
221148,56,2019-02-01T00:00,PT,
141454,53,2007-02-01T00:00,PSDB,Titular
178846,55,2015-02-01T00:00,PR,
116663,54,2011-02-01T00:00,PV,Titular
74057,52,2003-02-01T00:00,PCdoB,Titular
178927,55,2015-02-01T00:00,PCdoB,
141375,53,2007-02-01T00:00,PP**,Titular
204353,56,2019-02-01T00:00,PRB,
204400,56,2019-02-01T00:00,PSL,
74451,51,1999-02-01T00:00,PMDB,Titular
160626,54,2011-02-01T00:00,PMDB,Titular
74675,51,1999-02-01T00:00,PFL,Titular
74167,52,2003-02-01T00:00,PL*,Titular
74341,51,1999-02-01T00:00,PPB,Titular
73430,50,1995-02-01T00:00,PMDB,Titular
178937,55,2015-02-01T00:00,PR,
178881,55,2015-02-01T00:00,PSDC,
74036,52,2003-02-01T00:00,PMDB,
129617,52,2003-02-01T00:00,PL*,
204356,56,2019-02-01T00:00,PRB,
74260,52,2003-02-01T00:00,PRONA,Titular
160603,54,2011-02-01T00:00,PT,Titular
174861,54,2011-02-01T00:00,PMDB,
133440,52,2003-02-01T00:00,PSDB,
141377,53,2007-02-01T00:00,PSB,Titular
134115,52,2003-02-01T00:00,PT,
178973,55,2015-02-01T00:00,PT,
74146,52,2003-02-01T00:00,PL*,Titular
160551,54,2011-02-01T00:00,PR,Titular
178831,55,2015-02-01T00:00,PRB,
195143,55,2015-02-01T00:00,PMDB,
133377,52,2003-02-01T00:00,PT,
74471,51,1999-02-01T00:00,PFL,Titular
161905,54,2011-02-01T00:00,PSDB,
204423,56,2019-02-01T00:00,PSC,
133439,52,2003-02-01T00:00,PDT,
178882,55,2015-02-01T00:00,PEN,
204515,56,2019-02-01T00:00,AVANTE,
74168,52,2003-02-01T00:00,PMDB,Titular
159261,53,2007-02-01T00:00,PSDB,
160543,54,2011-02-01T00:00,PSC,Titular
141378,53,2007-02-01T00:00,PT,Titular
74377,52,2003-02-01T00:00,PDT,Titular
141379,53,2007-02-01T00:00,PSDB,Titular
178974,55,2015-02-01T00:00,PT,
192120,55,2015-02-01T00:00,PCdoB,
73696,49,1991-02-01T00:00,PDS,Titular
74699,51,1999-02-01T00:00,PT,Titular
141380,53,2007-02-01T00:00,PTC,Titular
178837,55,2015-02-01T00:00,PT,
141381,53,2007-02-01T00:00,PT,Titular
74212,50,1995-02-01T00:00,PMDB,Titular
74072,50,1995-02-01T00:00,PPR,Titular
73928,52,2003-02-01T00:00,PMDB,Titular
73937,52,2003-02-01T00:00,PT,Titular
133371,52,2003-02-01T00:00,PSDB,
160539,54,2011-02-01T00:00,PR,Titular
123756,54,2011-02-01T00:00,PSC,Titular
141387,53,2007-02-01T00:00,PMDB,Titular
74213,50,1995-02-01T00:00,PSDB,Titular
160553,54,2011-02-01T00:00,PTB,Titular
141383,53,2007-02-01T00:00,PMDB,Titular
74452,51,1999-02-01T00:00,PMDB,Titular
159262,53,2007-02-01T00:00,PSDB,
74373,52,2003-02-01T00:00,PT,Titular
73492,51,1999-02-01T00:00,PT,
152611,53,2007-02-01T00:00,PTB,
73584,48,1987-02-01T00:00,PFL,Titular
74058,52,2003-02-01T00:00,PFL,Titular
73431,50,1995-02-01T00:00,PSDB,Titular
73817,51,1999-02-01T00:00,PMDB,
73987,50,1995-02-01T00:00,PTB,Titular
160530,54,2011-02-01T00:00,PSDB,Titular
178950,55,2015-02-01T00:00,PMN,
74194,49,1991-02-01T00:00,PFL,
141388,53,2007-02-01T00:00,PT,Titular
73927,52,2003-02-01T00:00,PT,Titular
74701,51,1999-02-01T00:00,PT,Titular
141390,53,2007-02-01T00:00,PV,Titular
74648,49,1991-02-01T00:00,PFL,Titular
74103,49,1991-02-01T00:00,PSB,Titular
73433,50,1995-02-01T00:00,PT,Titular
74405,50,1995-02-01T00:00,PMDB,Titular
74472,51,1999-02-01T00:00,PMDB,Titular
160546,54,2011-02-01T00:00,PMN,Titular
73434,48,1987-02-01T00:00,PTB,Titular
141391,53,2007-02-01T00:00,PPS,Titular
160602,54,2011-02-01T00:00,PPS,Titular
73993,50,1995-02-01T00:00,PSDB,
141392,53,2007-02-01T00:00,PDT,Titular
74291,50,1995-02-01T00:00,PSDB,Titular
74833,47,1983-02-01T00:00,PDS,
74534,49,1991-02-01T00:00,PRN,Titular
204414,56,2019-02-01T00:00,PRB,
74287,52,2003-02-01T00:00,PFL,Titular
160541,54,2011-02-01T00:00,PP**,Titular
160600,54,2011-02-01T00:00,PMDB,Titular
178847,55,2015-02-01T00:00,PSDB,
160678,54,2011-02-01T00:00,PT,Titular
73683,51,1999-02-01T00:00,PT,
73435,49,1991-02-01T00:00,PMDB,Titular
74222,48,1987-02-01T00:00,PMDB,Titular
159237,54,2011-02-01T00:00,PT,Titular
74378,52,2003-02-01T00:00,PT,Titular
160581,54,2011-02-01T00:00,PCdoB,Titular
74147,52,2003-02-01T00:00,PPS,Titular
193165,55,2015-02-01T00:00,PSL,
74090,49,1991-02-01T00:00,PFL,Titular
74459,48,1987-02-01T00:00,PFL,Titular
160680,54,2011-02-01T00:00,PSB,Titular
73655,48,1987-02-01T00:00,PCB**,Titular
160665,54,2011-02-01T00:00,DEM,Titular
74441,49,1991-02-01T00:00,PSC,Titular
73889,50,1995-02-01T00:00,PPR,Titular
204509,56,2019-02-01T00:00,PSOL,
160512,54,2011-02-01T00:00,PRTB,Titular
74024,50,1995-02-01T00:00,PSDB,
74312,49,1991-02-01T00:00,PDS,Titular
74349,51,1999-02-01T00:00,PT,Titular
69871,55,2015-02-01T00:00,PTN,
74342,51,1999-02-01T00:00,PSDB,Titular
178975,55,2015-02-01T00:00,PMDB,
73663,50,1995-02-01T00:00,PMDB,Titular
141449,53,2007-02-01T00:00,PDT,Titular
74059,52,2003-02-01T00:00,PT,Titular
178834,54,2011-02-01T00:00,PSB,
141376,53,2007-02-01T00:00,PMDB,Titular
156634,53,2007-02-01T00:00,PTB,
73701,48,1987-02-01T00:00,PT,Titular
74517,50,1995-02-01T00:00,PFL,Titular
109429,56,2019-02-01T00:00,PTC,
74535,48,1987-02-01T00:00,PFL,Titular
74040,52,2003-02-01T00:00,PMDB,Titular
160554,54,2011-02-01T00:00,PSDB,Titular
74169,52,2003-02-01T00:00,PSB,Titular
109152,54,2011-02-01T00:00,PR,Titular
178915,55,2015-02-01T00:00,PSDB,
74321,50,1995-02-01T00:00,PFL,Titular
73478,51,1999-02-01T00:00,PSB,
141335,52,2003-02-01T00:00,PT,
73437,49,1991-02-01T00:00,PDT,Titular
204358,56,2019-02-01T00:00,PSDB,
178948,55,2015-02-01T00:00,PP**,
178906,55,2015-02-01T00:00,PROS,
207176,56,2019-02-01T00:00,PSDB,
204374,56,2019-02-01T00:00,PRP,
204388,56,2019-02-01T00:00,PSL,
141513,53,2007-02-01T00:00,PR,Titular
204561,56,2019-02-01T00:00,PSB,
74030,52,2003-02-01T00:00,PSDB,Titular
3155,53,2007-02-01T00:00,PFL,
74261,52,2003-02-01T00:00,PFL,Titular
74170,52,2003-02-01T00:00,PDT,Titular
74676,51,1999-02-01T00:00,PFL,Titular
74702,51,1999-02-01T00:00,PTB,Titular
204397,56,2019-02-01T00:00,PROS,
160538,54,2011-02-01T00:00,PT,Titular
74650,46,1979-02-01T00:00,ARENA,Titular
74052,52,2003-02-01T00:00,PSDB,Titular
204551,56,2019-02-01T00:00,SOLIDARIEDADE,
204502,56,2019-02-01T00:00,PSL,
141399,53,2007-02-01T00:00,PDT,Titular
160589,54,2011-02-01T00:00,PSDB,Titular
178999,55,2015-02-01T00:00,PTC,
141394,53,2007-02-01T00:00,PSDB,Titular
178976,55,2015-02-01T00:00,PSDB,
141393,53,2007-02-01T00:00,PSDB,Titular
141485,53,2007-02-01T00:00,PTB,Titular
178938,55,2015-02-01T00:00,PSOL,
168034,54,2011-02-01T00:00,PDT,
74577,51,1999-02-01T00:00,PL*,Titular
204520,56,2019-02-01T00:00,PSL,
178865,55,2015-02-01T00:00,PR,
105112,55,2015-02-01T00:00,PMDB,
93083,55,2015-02-01T00:00,PP**,
178853,55,2015-02-01T00:00,PT,
178891,55,2015-02-01T00:00,PSDB,
194261,55,2015-02-01T00:00,PR,
204352,56,2019-02-01T00:00,PSB,
141395,53,2007-02-01T00:00,PMDB,Titular
141396,53,2007-02-01T00:00,PT,Titular
204572,56,2019-02-01T00:00,PRB,
152606,53,2007-02-01T00:00,PSB,
178829,55,2015-02-01T00:00,PR,
204531,56,2019-02-01T00:00,PP,
178924,55,2015-02-01T00:00,PTB,
204487,56,2019-02-01T00:00,PROS,
133658,52,2003-02-01T00:00,PSDB,
213762,56,2019-02-01T00:00,PROS,
179379,54,2011-02-01T00:00,PV,
205303,55,2015-02-01T00:00,PMDB,
204507,56,2019-02-01T00:00,PSL,
160585,54,2011-02-01T00:00,PSDB,Titular
160584,54,2011-02-01T00:00,PT,
73469,51,1999-02-01T00:00,PT,Titular
74285,52,2003-02-01T00:00,PT,Titular
160318,53,2007-02-01T00:00,PFL,
141397,53,2007-02-01T00:00,PMDB,Titular
74290,52,2003-02-01T00:00,PSDB,Titular
178958,55,2015-02-01T00:00,PHS,
74473,51,1999-02-01T00:00,PSB,Titular
141401,46,1979-02-01T00:00,MDB*,Titular
141402,53,2007-02-01T00:00,PSDB,Titular
204361,56,2019-02-01T00:00,MDB,
74466,51,1999-02-01T00:00,PMDB,Titular
74474,51,1999-02-01T00:00,PMDB,Titular
178962,55,2015-02-01T00:00,PRB,
178993,55,2015-02-01T00:00,PMDB,
204460,56,2019-02-01T00:00,PSL,
141331,52,2003-02-01T00:00,PSB,
160605,54,2011-02-01T00:00,PP**,Titular
74163,52,2003-02-01T00:00,PDT,Titular
179381,54,2011-02-01T00:00,PT,
178900,55,2015-02-01T00:00,PMDB,
74651,50,1995-02-01T00:00,PFL,Titular
74484,52,2003-02-01T00:00,PL*,
73825,51,1999-02-01T00:00,PFL,
165583,54,2011-02-01T00:00,PSDB,
74262,52,2003-02-01T00:00,PSDB,Titular
74835,49,1991-02-01T00:00,PT,Titular
73934,52,2003-02-01T00:00,PL*,Titular
204426,56,2019-02-01T00:00,PT,
74148,52,2003-02-01T00:00,PSB,Titular
131873,45,1975-02-01T00:00,ARENA,Titular
141398,53,2007-02-01T00:00,PT,Titular
164360,54,2011-02-01T00:00,PPS,
204369,56,2019-02-01T00:00,PSL,
74489,52,2003-02-01T00:00,PSDB,
204499,56,2019-02-01T00:00,PSB,
141404,53,2007-02-01T00:00,PFL,Titular
74799,51,1999-02-01T00:00,PFL,Titular
160624,54,2011-02-01T00:00,PTB,Titular
204380,56,2019-02-01T00:00,PP,
204370,56,2019-02-01T00:00,PT,
178876,55,2015-02-01T00:00,PSDB,
204488,56,2019-02-01T00:00,PV,
73568,51,1999-02-01T00:00,PDT,
141405,53,2007-02-01T00:00,PMDB,Titular
72912,55,2015-02-01T00:00,PMDB,
73441,50,1995-02-01T00:00,PSDB,Titular
204496,56,2019-02-01T00:00,PSDB,
74195,49,1991-02-01T00:00,PFL,Titular
160664,54,2011-02-01T00:00,PSDB,Titular
160576,54,2011-02-01T00:00,PPS,Titular
74149,52,2003-02-01T00:00,PT,Titular
178838,55,2015-02-01T00:00,PSB,
73720,49,1991-02-01T00:00,PFL,Titular
73480,51,1999-02-01T00:00,PMDB,Titular
74379,52,2003-02-01T00:00,PPS,Titular
204504,56,2019-02-01T00:00,PSD,
157225,53,2007-02-01T00:00,PAN,
205476,56,2019-02-01T00:00,PSD,
141336,52,2003-02-01T00:00,PSDB,
204490,56,2019-02-01T00:00,PSL,
74181,50,1995-02-01T00:00,PMDB,Suplente
146308,53,2007-02-01T00:00,PR,
74171,52,2003-02-01T00:00,PT,Titular
141439,53,2007-02-01T00:00,PT,Titular
74000,50,1995-02-01T00:00,PDT,
158328,53,2007-02-01T00:00,PP**,
160634,54,2011-02-01T00:00,PRP,Titular
141440,53,2007-02-01T00:00,PCdoB,Titular
160365,53,2007-02-01T00:00,PSDB,
73595,51,1999-02-01T00:00,PFL,
204476,56,2019-02-01T00:00,AVANTE,
204462,56,2019-02-01T00:00,PSL,
178928,55,2015-02-01T00:00,PTN,
204440,56,2019-02-01T00:00,PP,
178841,55,2015-02-01T00:00,PRTB,
160580,54,2011-02-01T00:00,PP**,Titular
141501,53,2007-02-01T00:00,PT,Titular
141406,53,2007-02-01T00:00,PSB,Titular
74313,50,1995-02-01T00:00,PFL,Titular
141407,53,2007-02-01T00:00,PV,Titular
178939,55,2015-02-01T00:00,PR,
74537,50,1995-02-01T00:00,PFL,Titular
141057,52,2003-02-01T00:00,PSDB,
74263,52,2003-02-01T00:00,PPS,Titular
160557,54,2011-02-01T00:00,PT,Titular
137116,52,2003-02-01T00:00,PMDB,
141408,53,2007-02-01T00:00,PAN,Titular
74527,48,1987-02-01T00:00,PFL,Titular
74578,51,1999-02-01T00:00,PFL,Titular
141409,53,2007-02-01T00:00,PTC,Titular
141334,52,2003-02-01T00:00,PSB,
74026,52,2003-02-01T00:00,PFL,Titular
74230,50,1995-02-01T00:00,PMDB,
74380,52,2003-02-01T00:00,PT,Titular
178848,55,2015-02-01T00:00,PP**,
74097,50,1995-02-01T00:00,PMDB,Titular
73442,50,1995-02-01T00:00,PL*,Titular
74538,50,1995-02-01T00:00,PDT,Titular
73923,52,2003-02-01T00:00,PL*,Titular
204376,56,2019-02-01T00:00,PSL,
205302,55,2015-02-01T00:00,PRB,
204378,56,2019-02-01T00:00,PSL,
204514,56,2019-02-01T00:00,PSL,
74016,48,1987-02-01T00:00,PFL,Titular
178963,55,2015-02-01T00:00,PP**,
194258,55,2015-02-01T00:00,PSB,
93472,53,2007-02-01T00:00,PTB,
114586,54,2011-02-01T00:00,PTdoB,Titular
141410,53,2007-02-01T00:00,PFL,Titular
135054,56,2019-02-01T00:00,PR,
74579,51,1999-02-01T00:00,PSDB,Titular
204355,56,2019-02-01T00:00,PPS,
141411,53,2007-02-01T00:00,PDT,Titular
217330,56,2019-02-01T00:00,PSC,
141502,53,2007-02-01T00:00,PT,Titular
74467,51,1999-02-01T00:00,PTB,Titular
178892,55,2015-02-01T00:00,PMN,
74060,52,2003-02-01T00:00,PCdoB,Titular
178916,55,2015-02-01T00:00,PSDB,
159263,53,2007-02-01T00:00,PT,
204367,56,2019-02-01T00:00,PSL,
204454,56,2019-02-01T00:00,PSL,
204409,56,2019-02-01T00:00,PSDB,
144523,55,2015-02-01T00:00,PMDB,
204459,56,2019-02-01T00:00,MDB,
160528,54,2011-02-01T00:00,PSB,Titular
74654,50,1995-02-01T00:00,PSDB,Titular
62881,54,2011-02-01T00:00,PMDB,Titular
160552,54,2011-02-01T00:00,PTB,Titular
74187,49,1991-02-01T00:00,PFL,Titular
116379,56,2019-02-01T00:00,PSD,
73891,50,1995-02-01T00:00,PMDB,Titular
73924,52,2003-02-01T00:00,PDT,Titular
141412,53,2007-02-01T00:00,PDT,Titular
205548,56,2019-02-01T00:00,PSOL,Suplente
204511,56,2019-02-01T00:00,DEM,
101309,55,2015-02-01T00:00,PCdoB,
141413,53,2007-02-01T00:00,PT,Titular
196357,55,2015-02-01T00:00,PR,
204451,56,2019-02-01T00:00,PSL,
178908,55,2015-02-01T00:00,PSD,
178893,55,2015-02-01T00:00,PTN,
160646,54,2011-02-01T00:00,PSDB,Titular
204512,56,2019-02-01T00:00,PSL,
204569,56,2019-02-01T00:00,PSL,
160606,54,2011-02-01T00:00,PCdoB,Titular
164359,54,2011-02-01T00:00,PSDB,
74172,52,2003-02-01T00:00,PV,Titular
73445,48,1987-02-01T00:00,PDS,Titular
174854,54,2011-02-01T00:00,PV,
204542,56,2019-02-01T00:00,PSB,
74252,52,2003-02-01T00:00,PSDB,Titular
185500,55,2015-02-01T00:00,PDT,
73704,49,1991-02-01T00:00,PMDB,Titular
213856,56,2019-02-01T00:00,PROS,
74264,52,2003-02-01T00:00,PT,Titular
160588,54,2011-02-01T00:00,PR,Titular
178929,55,2015-02-01T00:00,PHS,
73768,50,1995-02-01T00:00,PP***,Titular
134893,52,2003-02-01T00:00,PT,
160599,54,2011-02-01T00:00,PP**,Titular
74265,52,2003-02-01T00:00,PPS,Titular
141415,53,2007-02-01T00:00,PSDB,Titular
74468,51,1999-02-01T00:00,PMDB,Titular
74197,50,1995-02-01T00:00,PT,Titular
143632,54,2011-02-01T00:00,PSB,Titular
160758,54,2011-02-01T00:00,PSDB,Titular
204450,56,2019-02-01T00:00,PP,
141371,53,2007-02-01T00:00,PR,Titular
213854,56,2019-02-01T00:00,PROS,
160529,54,2011-02-01T00:00,PV,Titular
141414,53,2007-02-01T00:00,PDT,
74343,51,1999-02-01T00:00,PFL,Titular
118384,54,2011-02-01T00:00,PMN,
170489,54,2011-02-01T00:00,PDT,
74705,51,1999-02-01T00:00,PSB,Titular
74150,52,2003-02-01T00:00,PTB,Titular
165675,54,2011-02-01T00:00,PSL,
204518,56,2019-02-01T00:00,PATRI,
212625,56,2019-02-01T00:00,AVANTE,
160514,54,2011-02-01T00:00,PSL,Titular
74680,51,1999-02-01T00:00,PSDB,Titular
74779,51,1999-02-01T00:00,PDT,Titular
204481,56,2019-02-01T00:00,PR,
178940,55,2015-02-01T00:00,PR,
213679,56,2019-02-01T00:00,PROS,
160643,54,2011-02-01T00:00,PDT,Titular
204439,56,2019-02-01T00:00,SOLIDARIEDADE,
74094,50,1995-02-01T00:00,PMDB,Titular
204351,56,2019-02-01T00:00,PSL,
141540,53,2007-02-01T00:00,PV,Titular
147975,53,2007-02-01T00:00,PTB,
73542,50,1995-02-01T00:00,PMDB,Titular
74027,52,2003-02-01T00:00,PSB,Titular
152610,53,2007-02-01T00:00,PTB,
73920,52,2003-02-01T00:00,PDT,Titular
73459,51,1999-02-01T00:00,PT,Titular
178830,54,2011-02-01T00:00,PV,
141550,53,2007-02-01T00:00,PV,Titular
141498,53,2007-02-01T00:00,PSB,Titular
204412,56,2019-02-01T00:00,DEM,
74381,52,2003-02-01T00:00,PT,Titular
166727,54,2011-02-01T00:00,PSB,
81297,56,2019-02-01T00:00,PSL,
204434,56,2019-02-01T00:00,SOLIDARIEDADE,
141385,53,2007-02-01T00:00,PSDB,Titular
161904,54,2011-02-01T00:00,PSDB,
177118,54,2011-02-01T00:00,PSDC,
178994,55,2015-02-01T00:00,PMDB,
74266,52,2003-02-01T00:00,PT,Titular
141416,53,2007-02-01T00:00,PMDB,Titular
143253,53,2007-02-01T00:00,PV,
204562,56,2019-02-01T00:00,PSD,
73447,50,1995-02-01T00:00,PMDB,Titular
73793,50,1995-02-01T00:00,PMDB,Titular
133375,52,2003-02-01T00:00,PSB,
141417,53,2007-02-01T00:00,PMDB,Titular
73599,51,1999-02-01T00:00,PTB,
73794,49,1991-02-01T00:00,PMDB,
160616,54,2011-02-01T00:00,PTC,Titular
160578,54,2011-02-01T00:00,PSC,Titular
74580,49,1991-02-01T00:00,PRN,Titular
134812,55,2015-02-01T00:00,PSOL,
139187,48,1987-02-01T00:00,PCdoB,Titular
73827,48,1987-02-01T00:00,PSDB,
204421,56,2019-02-01T00:00,PSDB,
74267,52,2003-02-01T00:00,PTB,Titular
141418,53,2007-02-01T00:00,PSDB,Titular
74061,52,2003-02-01T00:00,PV,Titular
74838,50,1995-02-01T00:00,PDT,Titular
160618,54,2011-02-01T00:00,PCdoB,Titular
141419,53,2007-02-01T00:00,PT,Titular
74106,49,1991-02-01T00:00,PDT,Titular
141420,53,2007-02-01T00:00,PSC,Titular
160647,54,2011-02-01T00:00,PSDB,Titular
74655,50,1995-02-01T00:00,PSDB,Titular
204541,56,2019-02-01T00:00,PDT,
92346,55,2015-02-01T00:00,PSC,
204552,56,2019-02-01T00:00,PMN,
74416,50,1995-02-01T00:00,PSB,Titular
204500,56,2019-02-01T00:00,PTB,
74173,52,2003-02-01T00:00,PPB,Titular
178977,55,2015-02-01T00:00,PSDB,
141421,53,2007-02-01T00:00,PP**,Titular
73945,52,2003-02-01T00:00,PSDB,Titular
4928,53,2007-02-01T00:00,PSB,
150876,53,2007-02-01T00:00,PPS,
74683,51,1999-02-01T00:00,PFL,Titular
74382,52,2003-02-01T00:00,PFL,Titular
74344,51,1999-02-01T00:00,PTB,Titular
73938,52,2003-02-01T00:00,PT,Titular
74494,52,2003-02-01T00:00,PT,
141422,53,2007-02-01T00:00,PFL,Titular
74174,52,2003-02-01T00:00,PTB,Titular
74075,50,1995-02-01T00:00,PMDB,Titular
154919,53,2007-02-01T00:00,PFL,
204364,56,2019-02-01T00:00,SOLIDARIEDADE,
160532,54,2011-02-01T00:00,DEM,Titular
162175,54,2011-02-01T00:00,PT,
204389,56,2019-02-01T00:00,PSB,
141423,53,2007-02-01T00:00,PP**,Titular
74268,52,2003-02-01T00:00,PRONA,Titular
74198,50,1995-02-01T00:00,PFL,Titular
73892,50,1995-02-01T00:00,PMDB,Titular
74657,50,1995-02-01T00:00,PFL,Titular
141424,53,2007-02-01T00:00,PT,Titular
220008,56,2019-02-01T00:00,PP,
152609,53,2007-02-01T00:00,PTB,
181316,55,2015-02-01T00:00,SD,
178883,55,2015-02-01T00:00,PPS,
178854,55,2015-02-01T00:00,DEM,
221149,56,2019-02-01T00:00,PT,
218086,56,2019-02-01T00:00,PRB,
74119,50,1995-02-01T00:00,PSDB,
198783,56,2019-02-01T00:00,PTB,
161550,56,2019-02-01T00:00,PSB,
153384,53,2007-02-01T00:00,PT,
154997,53,2007-02-01T00:00,PT,
74269,52,2003-02-01T00:00,PRONA,Titular
207309,56,2019-02-01T00:00,PSL,
73893,50,1995-02-01T00:00,PDT,Titular
132504,55,2015-02-01T00:00,PT,
74402,52,2003-02-01T00:00,PTB,Efetivado
74408,50,1995-02-01T00:00,PPR,Titular
204537,56,2019-02-01T00:00,PV,
74393,52,2003-02-01T00:00,PPB,Titular
160575,54,2011-02-01T00:00,PT,Titular
99654,53,2007-02-01T00:00,PSC,
141425,53,2007-02-01T00:00,PTB,Titular
171782,54,2011-02-01T00:00,PCdoB,
160640,54,2011-02-01T00:00,PTB,Titular
160649,46,1979-02-01T00:00,PDS,Titular
204482,56,2019-02-01T00:00,PSC,
141386,53,2007-02-01T00:00,PT,Titular
141426,53,2007-02-01T00:00,PP**,Titular
74454,51,1999-02-01T00:00,PMDB,Titular
202915,55,2015-02-01T00:00,PP**,
171621,54,2011-02-01T00:00,PV,
74099,50,1995-02-01T00:00,PDT,Titular
178871,55,2015-02-01T00:00,PV,
178828,55,2015-02-01T00:00,PV,
74345,51,1999-02-01T00:00,PSB,Titular
178930,55,2015-02-01T00:00,PSD,
178953,55,2015-02-01T00:00,SD,
178904,55,2015-02-01T00:00,PP**,
178941,55,2015-02-01T00:00,SD,
211866,56,2019-02-01T00:00,PPS,
146829,55,2015-02-01T00:00,PT,
219920,56,2019-02-01T00:00,PSB,
178969,55,2015-02-01T00:00,PSD,
141428,53,2007-02-01T00:00,PMN,Titular
178905,55,2015-02-01T00:00,PSB,
68720,56,2019-02-01T00:00,PDT,
141427,53,2007-02-01T00:00,PV,Titular
171623,54,2011-02-01T00:00,PMDB,
149327,53,2007-02-01T00:00,PFL,
204368,56,2019-02-01T00:00,PSL,
178877,55,2015-02-01T00:00,PSDB,
74062,52,2003-02-01T00:00,PFL,Titular
160587,54,2011-02-01T00:00,PMDB,Titular
190149,55,2015-02-01T00:00,PSB,
74037,52,2003-02-01T00:00,PT,Titular
74065,49,1991-02-01T00:00,PFL,Titular
66828,55,2015-02-01T00:00,PRB,
204477,56,2019-02-01T00:00,PSL,
141430,53,2007-02-01T00:00,PHS,Titular
72442,55,2015-02-01T00:00,PSB,
204398,56,2019-02-01T00:00,PSL,
141429,53,2007-02-01T00:00,PFL,Titular
204371,56,2019-02-01T00:00,PSB,
205234,55,2015-02-01T00:00,PODE,
160666,54,2011-02-01T00:00,PDT,Titular
74542,47,1983-02-01T00:00,PTB,Titular
204407,56,2019-02-01T00:00,PSOL,
212504,56,2019-02-01T00:00,AVANTE,
154734,53,2007-02-01T00:00,PDT,
141344,52,2003-02-01T00:00,PSDB,
141431,53,2007-02-01T00:00,PSB,Titular
73471,51,1999-02-01T00:00,PDT,Titular
74063,52,2003-02-01T00:00,PFL,Titular
74658,49,1991-02-01T00:00,PMDB,Titular
136377,52,2003-02-01T00:00,PL*,
74417,50,1995-02-01T00:00,PT,Titular
74841,50,1995-02-01T00:00,PV,Titular
74842,50,1995-02-01T00:00,PTB,Titular
163831,54,2011-02-01T00:00,PMDB,
